FAMILLE;SOUS-FAMILLE;REFERENCE;DESIGNATION_ARTICLE;CONDITIONNEMENT;UNITE;IMAGE;PRICE;ORIGINE
CREMERIE;Yaourt;5162;YOPLAIT AROMATISE FRAISE 200G;22;PCE;https://i.postimg.cc/bNP8m7zT/5162.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5328;MILKANA SO GOOD FRAISE 100X4;6;PCE;https://i.postimg.cc/0NRCS0Gb/5328.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5329;MILKANA SO GOOD MANGUE 100X4;6;PCE;https://i.postimg.cc/vmrttxXX/5329.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5330;MILKANA SO GOOD FRUITS ROUGE 100X4;6;PCE;https://i.postimg.cc/Pxdz3fRH/5330.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5331;MILKANA SO GOOD ABRICOT 100X4;6;PCE;https://i.postimg.cc/1tM0Lxkq/5331.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5332;MILKANA SO GOOD VANILLE 100X4;6;PCE;https://i.postimg.cc/3NRjhShb/5332.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5333;MILKANA SO GOOD BANANE 100X4;6;PCE;https://i.postimg.cc/Gt5FmFh3/5333.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5334;ARIA LAIT ENTIER PASTEURISE 500ML;9;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5354;ARIA LAIT ECREME PASTEURISE 500ML;9;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5355;ARIA LAIT DEMI ECREME PASTEURISE 500ML;9;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5356;ARIA YAOURT A BOIRE VANILLE 250ML;24;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5357;ARIA YAOURT A BOIRE CAFE 250ML;24;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5358;ARIA YAOURT A BOIRE FRAISE 250ML;24;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5359;ARIA YAOURT A BOIRE COCO 250ML;24;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5360;ARIA YAOURT A BOIRE CITRON 250ML;24;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5361;ARIA YAOURT FERME NATURE 125ML;48;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5362;ARIA YAOURT FERME SUCRE 125ML;48;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5363;ARIA YAOURT BRASSE NATURE 125ML;48;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5364;ARIA YAOURT BRASSE NATURE SUCRE 125ML;48;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5365;ARIA YAOURT BRASSE VANILLE 125ML;48;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5366;DANONE YAOURT A BOIRE FRAISE BTLE 160ML;12;PCE;;;COTE D'IVOIRE
CREMERIE;Yaourt;5367;DANONE YAOURT A BOIRE VANILLE BTLE 160ML;12;PCE;;;COTE D'IVOIRE
EPICERIE;Epices;5515;DUCROS MOULIN POIVRE NOIR 35G;6;PCE;https://i.postimg.cc/cCnHfwBL/5515.png;;FRANCE
EPICERIE;Epices;5552;COTRAVI PIMENT 200G;12;PCE;https://i.postimg.cc/xdXX3XQh/5552.png;;0
EPICERIE;Epices;5555;COTRAVI SOUMARA GRAIN 200G;12;PCE;https://i.postimg.cc/T16hxQbv/5555.png;;0
EPICERIE;Epices;5563;COTRAVI SOUMARA MOULU 200G;12;PCE;https://i.postimg.cc/Jz2n0RXq/5563.png;;0
EPICERIE;Epices;5566;COTRAVI DJOUMGBLE 200G;12;PCE;https://i.postimg.cc/Y91qdgsn/5566.png;;0
EPICERIE;Epices;5567;COTRAVI GNANGNAN MOULU 200G;12;PCE;https://i.postimg.cc/gjmcQj9Y/5567.png;;0
EPICERIE;Epices;5568;COTRAVI GRAIN D'AKPI 200G;12;PCE;https://i.postimg.cc/5yg9VJ18/5568.png;;0
EPICERIE;Epices;5569;COTRAVI THYM 15G;72;PCE;https://i.postimg.cc/bY9wbxbd/5569.png;;0
EPICERIE;Epices;5570;COTRAVI HERBE DE PROVENCE 15G;72;PCE;https://i.postimg.cc/yY6YTDXj/5570.png;;0
EPICERIE;Epices;5571;COTRAVI BASILIC 10G;72;PCE;https://i.postimg.cc/Qx6NYjf3/5571.png;;0
EPICERIE;Epices;5572;COTRAVI ORIGAN 15G;72;PCE;https://i.postimg.cc/SxJSwHPz/5572.png;;0
EPICERIE;Epices;5573;COTRAVI ROMARIN 10G;72;PCE;https://i.postimg.cc/bwWy83XV/5573.png;;0
EPICERIE;Epices;5574;COTRAVI PERSIL 15G;72;PCE;https://i.postimg.cc/xdm0dMnf/5574.png;;0
EPICERIE;Epices;5575;COTRAVI LAURIER MOULU 30G;72;PCE;https://i.postimg.cc/PxkdvJ5m/5575.png;;0
EPICERIE;Epices;5577;COTRAVI MORINGA 30G;72;PCE;https://i.postimg.cc/mkLRVnMk/5577.png;;0
EPICERIE;Epices;5578;COTRAVI POIVRE GRIS MOULU 35G;72;PCE;https://i.postimg.cc/QCfDzqkb/5578.png;;0
EPICERIE;Epices;5579;COTRAVI POIVRE BLANC MOULU 25G;72;PCE;https://i.postimg.cc/qBwpgkV3/5579.png;;0
EPICERIE;Epices;5580;COTRAVI AIL BLANC MOULU 30G;72;PCE;https://i.postimg.cc/m26RN8rZ/5580.png;;0
EPICERIE;Epices;5581;COTRAVI PAPRIKA 25G;72;PCE;https://i.postimg.cc/y8gKfcJm/5581.png;;0
EPICERIE;Epices;5582;COTRAVI KANKANKAN DU NIGER 30G;72;PCE;https://i.postimg.cc/wjCpnMJS/5582.png;;0
EPICERIE;Epices;5583;COTRAVI CURCUMA MOULU 30G;72;PCE;https://i.postimg.cc/7LSk44nb/5583.png;;0
EPICERIE;Epices;5584;COTRAVI GINGEMBRE MOULU 35G;72;PCE;https://i.postimg.cc/Y93B4xVH/5584.png;;0
EPICERIE;Epices;5585;COTRAVI OIGNON VIOLET MOULU 30G;72;PCE;https://i.postimg.cc/xCYSTZ65/5585.png;;0
EPICERIE;Epices;5586;COTRAVI CUMIN MOULU 30G;72;PCE;https://i.postimg.cc/5y2d8CdF/5586.png;;0
EPICERIE;Epices;5587;COTRAVI CORIANDRE MOULU 25G;72;PCE;https://i.postimg.cc/C5ry7xSr/5587.png;;0
EPICERIE;Epices;5588;COTRAVI BAOBAB 25G;72;PCE;;;0
EPICERIE;Epices;5589;COTRAVI 5 EPICES 30G;72;PCE;https://i.postimg.cc/VsKcmDn9/5589.png;;0
EPICERIE;Epices;5590;COTRAVI 7 EPICES 30G;72;PCE;https://i.postimg.cc/L6hFXL3c/5590.png;;0
EPICERIE;Epices;5591;COTRAVI CURRY 30G;72;PCE;https://i.postimg.cc/DyDkb0C8/5591.png;;0
EPICERIE;Epices;5592;COTRAVI GRAIN DE CHIA 30G;72;PCE;https://i.postimg.cc/MpQk0w4t/5592.png;;0
EPICERIE;Epices;5594;COTRAVI MUSCADE MOULU 20G;72;PCE;https://i.postimg.cc/VNQxDTPw/5594.png;;0
EPICERIE;Epices;5595;COTRAVI CLOU DE GIROFLE ENTIER 20G;72;PCE;https://i.postimg.cc/yNmw5P7Z/5595.png;;0
EPICERIE;Epices;5596;COTRAVI CLOU DE GIROFLE MOULU 20G;72;PCE;https://i.postimg.cc/cHdVNnJ5/5596.png;;0
EPICERIE;Epices;5597;COTRAVI FENUGREC ENTIER 30G;72;PCE;https://i.postimg.cc/85wxkzJk/5597.png;;0
EPICERIE;Epices;5598;COTRAVI FENUGREC MOULU 30G;72;PCE;https://i.postimg.cc/7h6d5r03/5598.png;;0
EPICERIE;Epices;5599;COTRAVI CANNELLE MOULU 25G;72;PCE;https://i.postimg.cc/vTNj92tp/5599.png;;0
EPICERIE;Epices;5600;COTRAVI ANIS VERT 30G;72;PCE;;;0
EPICERIE;Epices;5601;COTRAVI GRAIN DE LIN 30G;72;PCE;;;0
EPICERIE;Epices;5602;COTRAVI NIGELLE 30G;72;PCE;https://i.postimg.cc/WpWxQtcX/5602.png;;0
EPICERIE;Epices;5603;COTRAVI GRAIN DE MOUTARDE 25G;72;PCE;https://i.postimg.cc/J4SvzgnX/5603.png;;0
EPICERIE;Epices;5604;COTRAVI EPICES POISSON 30G;72;PCE;https://i.postimg.cc/wT1nHH6H/5604.png;;COTE D'IVOIRE
EPICERIE;Epices;5605;COTRAVI EPICES VIANDES 30G;72;PCE;https://i.postimg.cc/4xtM757S/5605.png;;COTE D'IVOIRE
EPICERIE;Epices;5607;COTRAVI EPICES SPAGHETTI 30G;72;PCE;https://i.postimg.cc/QM3zpTcx/5607.png;;COTE D'IVOIRE
EPICERIE;Epices;5608;COTRAVI EPICES COUSCOUS 30G;72;PCE;https://i.postimg.cc/FKVBGHxb/5608.png;;COTE D'IVOIRE
FRUITS & LEGUMES;Champignons;6051;CHAMPIGNON EMINCE 450GR;20;PCE;;990;BELGIQUE
FRUITS & LEGUMES;Champignons;6053;CHAMPIGNONS EMINCES 1KG ;10;PCE;https://i.postimg.cc/25PbMRHx/6053.png;1630;BELGIQUE
FRUITS & LEGUMES;Champignons;6056;THIRIET CEPES MORCEAUX 300G;10;PCE;https://i.postimg.cc/HxXcCZR1/6056.png;4960;FRANCE
FRUITS & LEGUMES;Champignons;6058;BRISURE MORILLES 1KG;3;PCE;;14950;FRANCE
FRUITS & LEGUMES;Champignons;6059;DEMI CEPES BOUCHONS 1KG;3;PCE;https://i.postimg.cc/sxJMMB3n/6059.png;14580;CHINE
FRUITS & LEGUMES;Champignons;6065;CEPES BOUCHONS 1KG;2;PCE;https://i.postimg.cc/T31KPYF9/6065.png;15300;FRANCE
FRUITS & LEGUMES;Champignons;6067;MORILLES ENTIERE 1KG;2;PCE;;27450;FRANCE
FRUITS & LEGUMES;Fruits;5335;MANGUE GROS DES 1KG;10;PCE;https://i.postimg.cc/NGJ7Dc7h/5335.png;2640;COTE D'IVOIRE
FRUITS & LEGUMES;Fruits;5336;MANGUE JOUE 750G;12;PCE;https://i.postimg.cc/5NX5kRnX/5336.png;2310;COTE D'IVOIRE
FRUITS & LEGUMES;Fruits;5337;MANGUE COULIS 500G;10;PCE;https://i.postimg.cc/FswbtVBD/5337.png;2360;COTE D'IVOIRE
FRUITS & LEGUMES;Fruits;5400;CROP'S SALADE DE FRUITS ACAPULCO 1KG;5;PCE;https://i.postimg.cc/pL8fPnNx/5400.png;3880;BELGIQUE
FRUITS & LEGUMES;Fruits;5401;CROP'S FRAISES 1KG                    ;5;PCE;https://i.postimg.cc/ZnCN2WPG/5401.png;3780;POLOGNE
FRUITS & LEGUMES;Fruits;5403;CROP'S FRAMBOISES 1KG ;5;PCE;https://i.postimg.cc/GtVDCbqH/5403.png;7880;SERBIE
FRUITS & LEGUMES;Fruits;5409;CROP'S MELANGE DE FRUITS ROUGES 1KG;5;PCE;https://i.postimg.cc/4d8tW6cv/5409.png;4000;BELGIQUE
FRUITS & LEGUMES;Fruits;5411;CROP'S COULIS DE FRAISE 500G;6;PCE;https://i.postimg.cc/bJYk0CZN/5411.png;3200;BELGIQUE
FRUITS & LEGUMES;Fruits;5412;CROP'S ABRICOTS 1KG;5;PCE;https://i.postimg.cc/h45Tx0cc/5412.png;5400;MAROC
FRUITS & LEGUMES;Fruits;5416;CROP'S CERISES NOIRES 1KG;5;PCE;https://i.postimg.cc/tCnPzV4P/5416.png;3900;GRECE
FRUITS & LEGUMES;Fruits;5417;CROP'S CERISES GRIOTTES 1KG;5;PCE;https://i.postimg.cc/8z8vXP7Y/5417.png;3050;POLOGNE
FRUITS & LEGUMES;Fruits;5418;CROP'S MYRTILLES 1KG;5;PCE;https://i.postimg.cc/HkQyqD5k/5418.png;4880;MAROC
FRUITS & LEGUMES;Légumes;6014;D'AUCY EPINARDS HACHES 1KG;10;PCE;https://i.postimg.cc/kGK16MDt/6014.png;1870;FRANCE
FRUITS & LEGUMES;Légumes;6030;OIGNONS EMINCES ;0,8;KG;https://i.postimg.cc/CK2mcnqq/6030.png;1840;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6032;OIGNONS EMINCE BLANC;0,8;KG;https://i.postimg.cc/qRCQSBsZ/6032.png;1840;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6040;FOND D'ARTICHAUT 5/7 ST1 1KG;5;PCE;https://i.postimg.cc/6QcXDd55/6040.png;6230;FRANCE
FRUITS & LEGUMES;Légumes;6042;D'AUCY COURGETTES RONDELLES 1KG;10;PCE;https://i.postimg.cc/4N5cd0dJ/6042.png;1990;FRANCE
FRUITS & LEGUMES;Légumes;6043;BOUTON D'ARTICHAUT AVEC TIGE IQF 1KG;6;PCE;https://i.postimg.cc/x8GzLx33/6043.png;9880;FRANCE
FRUITS & LEGUMES;Légumes;6048;POINTE D'ASPERGE VERTE;5;PCE;https://i.postimg.cc/zDTKmvYH/6048.png;11940;FRANCE
FRUITS & LEGUMES;Légumes;6049;ASPERGE VERTE T&M ST 1KG;5;PCE;https://i.postimg.cc/wTHJ9z9f/6049.png;7140;FRANCE
FRUITS & LEGUMES;Légumes;6061;PIMENTS;0,2;KG;https://i.postimg.cc/BZ5LYz2x/6061.png;3280;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6066;GOMBO RAPE;0,5;KG;https://i.postimg.cc/Zqy0rsTv/6066.png;2700;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6068;GOMBO;0,5;KG;https://i.postimg.cc/8zYjfgVV/6068.png;1950;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6069;GOMBO RONDELLES;0,5;KG;https://i.postimg.cc/V6Qv496G/6069.png;1920;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6084;PUREE DE PIMENT;0,5;KG;https://i.postimg.cc/ZKKRf5bS/6084.png;2820;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6088;PUREE D'AIL;0,2;KG;https://i.postimg.cc/wjnjT5hq/6088.png;5390;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6089;AIL EPLUCHE;0,2;KG;https://i.postimg.cc/vm9H11zW/6089.png;5150;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6095;PUREE D'AUBERGINE;0,5;KG;https://i.postimg.cc/d1YQGqHg/6095.png;2250;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;6097;PUREE DE TOMATE;0,5;KG;https://i.postimg.cc/cHBxmVPC/6097.png;2870;COTE D'IVOIRE
FRUITS & LEGUMES;Légumes;7301;COURGETTES LISSES 1KG;10;PCE;https://i.postimg.cc/0yLxY8XP/7301.png;;BELGIQUE
FRUITS & LEGUMES;Légumes;7302;D'AUCY BROCOLIS FLEURETTE 1KG ;10;PCE;https://i.postimg.cc/d0rFnzgd/7302.png;;FRANCE
FRUITS & LEGUMES;Légumes;7303;BROCOLIS 20/40MM 1KG;10;PCE;https://i.postimg.cc/RFmBYgzY/7303.png;2460;BELGIQUE
FRUITS & LEGUMES;Légumes;7305;D'AUCY BROCOLIS FLEURETTE 750G;10;PCE;;3500;FRANCE
FRUITS & LEGUMES;Légumes;7306;CHOUX FLEURS 30/60MM 1KG ;10;PCE;https://i.postimg.cc/W37vc0N1/7306.png;1560;BELGIQUE
FRUITS & LEGUMES;Légumes;7308;CHOUX DE BRUXELLES 1KG ;10;PCE;https://i.postimg.cc/ZnKhb0nF/7308.png;1650;BELGIQUE
FRUITS & LEGUMES;Légumes;7309;D'AUCY HARICOTS VERTS EXTRA FINS 1KG;10;PCE;https://i.postimg.cc/PJ3nPh8G/7309.png;2060;FRANCE
FRUITS & LEGUMES;Légumes;7310;EPINARDS BRANCHES 1KG     ;10;PCE;https://i.postimg.cc/Pf2j6bV6/7310.png;1430;BELGIQUE
FRUITS & LEGUMES;Légumes;7314;HARICOTS VERTS TRES FINS 1KG;10;PCE;https://i.postimg.cc/65qNF7DB/7314.png;1490;BELGIQUE
FRUITS & LEGUMES;Légumes;7315;HARICOTS VERTS EXTRA FINS 1KG;10;PCE;https://i.postimg.cc/024qvksD/7315.png;1800;BELGIQUE
FRUITS & LEGUMES;Légumes;7316;CAROTTES RONDELLES ONDULEES 1KG;10;PCE;https://i.postimg.cc/JzBC4frg/7316.png;1360;BELGIQUE
FRUITS & LEGUMES;Légumes;7317;JEUNES CAROTTES COUPEES 1KG;10;PCE;https://i.postimg.cc/6QJJ7MTQ/7317.png;1480;BELGIQUE
FRUITS & LEGUMES;Légumes;7318;D'AUCY HARICOTS BEURRE EXTRA FINS 1KG;10;PCE;;;FRANCE
FRUITS & LEGUMES;Légumes;7321;D'AUCY CHOUX FLEURS 1KG;10;PCE;https://i.postimg.cc/fLDGCkcn/7321.png;2060;FRANCE
FRUITS & LEGUMES;Légumes;7322;D'AUCY CAROTTES RONDELLES 1KG;10;PCE;https://i.postimg.cc/XJLTz3LZ/7322.png;2010;FRANCE
FRUITS & LEGUMES;Légumes;7325;D'AUCY FLAGEOLETS EXTRA FINS 1KG;10;PCE;https://i.postimg.cc/nrL685S3/7325.png;2160;FRANCE
FRUITS & LEGUMES;Légumes;7326;MAIS DOUX 1KG                ;10;PCE;https://i.postimg.cc/2yXgCwPr/7326.png;2380;BELGIQUE
FRUITS & LEGUMES;Légumes;7327;D'AUCY PETIT POIS EXTRA FINS 1KG;10;PCE;https://i.postimg.cc/L6nrNc1X/7327.png;2670;FRANCE
FRUITS & LEGUMES;Légumes;7330;POIVRONS LANIERES 3 COULEURS;10;KG;https://i.postimg.cc/sfnkPj1q/7330.png;2920;BELGIQUE
FRUITS & LEGUMES;Légumes;7331;PETITS POIS TRES FINS 1KG;10;PCE;https://i.postimg.cc/HsRFK6wt/7331.png;1870;BELGIQUE
FRUITS & LEGUMES;Légumes;7332;PETITS POIS MI-FINS 1KG;10;PCE;https://i.postimg.cc/FHSwQ0GX/7332.png;1690;BELGIQUE
FRUITS & LEGUMES;Légumes;7333;PETIT POIS / JEUNES CAROTTES 1KG;10;PCE;https://i.postimg.cc/hGq64h3z/7333.png;1640;BELGIQUE
FRUITS & LEGUMES;Légumes;7346;D'AUCY POIREAUX RONDELLES 1KG;10;PCE;https://i.postimg.cc/j5MFhcqP/7346.png;2130;FRANCE
FRUITS & LEGUMES;Légumes;7347;D'AUCY POIS DOUX 1KG;10;PCE;;;FRANCE
FRUITS & LEGUMES;Légumes;7348;CAROTTES COUPEES 1KG;10;PCE;;;BELGIQUE
FRUITS & LEGUMES;Légumes;7369;BROCOLIS 20/40MM 450GR;20;PCE;;1230;BELGIQUE
FRUITS & LEGUMES;Légumes;7371;EPINARDS BRANCHES 450GR;20;PCE;;770;BELGIQUE
FRUITS & LEGUMES;Légumes;7373;HARICOTS VERTS TRES FINS 450GR;20;PCE;;770;BELGIQUE
FRUITS & LEGUMES;Légumes;7375;PETIT POIS MI-FINS 450GR;20;PCE;;1030;BELGIQUE
FRUITS & LEGUMES;Légumes;7379;CHOUX FLEURS 15/30MM 450GR;20;PCE;;1030;BELGIQUE
FRUITS & LEGUMES;Légumes;7380;HARICOTS VERTS EXTRA FINS 450GR;20;PCE;;900;BELGIQUE
FRUITS & LEGUMES;Légumes;7382;MAIS DOUX 450GR;20;PCE;;1160;BELGIQUE
FRUITS & LEGUMES;Légumes;7386;CAROTTES COUPEES 450GR;20;PCE;;880;BELGIQUE
FRUITS & LEGUMES;Légumes;7387;POIVRONS LANIERES 3 COULEURS 350GR;20;PCE;;1450;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;6569;D'AUCY POELEE PARISIENNE 700G;10;PCE;https://i.postimg.cc/BnZJSYLf/6569.png;2340;FRANCE
FRUITS & LEGUMES;Mélanges de Légumes;6570;D'AUCY POELEE PAYSANNE 700G;10;PCE;https://i.postimg.cc/GmMdHFG8/6570.png;2340;FRANCE
FRUITS & LEGUMES;Mélanges de Légumes;7319;RATATOUILLE DE LEGUMES 1KG;10;PCE;https://i.postimg.cc/8CR8LLrm/7319.png;1750;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7354;JULIENNE DE LEGUMES 1KG       ;10;PCE;https://i.postimg.cc/1XT7kzqz/7354.png;1480;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7360;JARDINIERE DE LEGUME 1KG;10;PCE;https://i.postimg.cc/8knYJZ0V/7360.png;1480;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7364;PRINTANIERE DE LEGUMES 1KG;10;PCE;https://i.postimg.cc/pXh6DKw5/7364.png;1640;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7365;D'AUCY PRINTANIERE DE LEGUMES 1KG;10;PCE;https://i.postimg.cc/DzFpkH81/7365.png;2480;FRANCE
FRUITS & LEGUMES;Mélanges de Légumes;7367;D'AUCY MACEDOINE DE LEGUMES 1KG;10;PCE;;2500;FRANCE
FRUITS & LEGUMES;Mélanges de Légumes;7368;MACEDOINE DE LEGUMES 1KG;10;PCE;;1420;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7370;LEGUMES COUSCOUS 1KG          ;10;PCE;;1480;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7376;MACEDOINE DE LEGUMES 450GR;20;PCE;;840;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7377;PETIT POIS/JEUNES CAROTTES 450GR;20;PCE;;970;BELGIque
FRUITS & LEGUMES;Mélanges de Légumes;7385;RATATOUILLE DE LEGUMES 450GR;20;PCE;;880;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7389;JARDINIERES DE LEGUMES 450GR;20;PCE;;840;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7390;D'AUCY RATATOUILLE DE LEGUMES 1KG;10;PCE;;2070;FRANCE
FRUITS & LEGUMES;Mélanges de Légumes;7391;PRINTANIERE DE LEGUMES 450GR;20;PCE;;900;BELGIQUE
FRUITS & LEGUMES;Mélanges de Légumes;7392;LEGUMES COUSCOUS 450G;20;PCE;;840;BELGIQUE
FRUITS & LEGUMES;PDT & Autres Féculents;5800;FRITORANGE 6/6 2.5KG;5;PCE;https://i.postimg.cc/SsQtPbZB/5800.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5802;FRITES 9/9 2.5KG;4;PCE;https://i.postimg.cc/nzdwbSgC/5802.png;3250;BELGIQUE
FRUITS & LEGUMES;PDT & Autres Féculents;5803;FRITES 9/9 1KG;10;PCE;https://i.postimg.cc/GtHgcJnz/5803.png;1300;BELGIQUE
FRUITS & LEGUMES;PDT & Autres Féculents;5805;MC CAIN COUNTRY POTATOES 780G;12;PCE;https://i.postimg.cc/tJwS7ZXb/5805.png;1690;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5807;FRITORANGE 9/9 2.5KG;5;PCE;https://i.postimg.cc/RCDbg8wY/5807.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5808;FRITORANGE 9/9 1KG;12;PCE;https://i.postimg.cc/VL0ZpRRk/5808.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5809;MC CAIN FRITES STEAKHOUSE 1.08KG  ;12;PCE;https://i.postimg.cc/0ygXswWd/5809.png;2090;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5810;MC CAIN FRITES TRADITION 1.08KG;12;PCE;https://i.postimg.cc/52w7N2Dc/5810.png;2090;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5811;MC CAIN POMMES SAUTEES 2.5KG;4;PCE;https://i.postimg.cc/MGqsc88n/5811.png;4990;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5812;MC CAIN FRITES GOLDEN ALLUMETTES 1.08KG;12;PCE;https://i.postimg.cc/VNgKnHYD/5812.png;2250;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5813;FRITES 7/7 2.5KG;4;PCE;https://i.postimg.cc/SsKDr7Rq/5813.png;;BELGIQUE
FRUITS & LEGUMES;PDT & Autres Féculents;5814;MC CAIN FRITES BELGE 1.08KG;12;PCE;https://i.postimg.cc/fyt54zYr/5814.png;2370;BELGIQUE
FRUITS & LEGUMES;PDT & Autres Féculents;5817;FRITES 7/7 1KG;12;PCE;https://i.postimg.cc/631z124Z/5817.png;;BELGIQUE
FRUITS & LEGUMES;PDT & Autres Féculents;5818;MC CAIN FRITES AU FOUR ALLUMETTE 780G;12;PCE;https://i.postimg.cc/L5cD2cT6/5818.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5819;MC CAIN FRITES AU FOUR CLASSIQUE 780G;12;PCE;https://i.postimg.cc/02mRDxhn/5819.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5820;MC CAIN FRITES AU FOUR ALLUMETTE 810G;12;PCE;https://i.postimg.cc/T2BvKhNh/5820.png;1850;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5821;MC CAIN FRITES AU FOUR STEAKHOUSE 780G;12;PCE;https://i.postimg.cc/bwhXRWhh/5821.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5829;SINGER FRITES 7/7 ALLUMETTES 2.5KG;4;PCE;;;COTE D'IVOIRE
FRUITS & LEGUMES;PDT & Autres Féculents;5830;MC CAIN ORIGINAL POTATOES 780G;12;PCE;https://i.postimg.cc/nL36pLQF/5830.png;1840;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5834;MC CAIN CRUNCHY PETALS 650G;10;PCE;https://i.postimg.cc/rmz7mLSS/5834.png;1650;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5840;MC CAIN LA DAUPHINE 600G;10;PCE;;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5843;MC CAIN LA RISSOLEE 1KG  ;10;PCE;https://i.postimg.cc/HnyKw4vn/5843.png;2090;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5845;MC CAIN LA NOISETTE 1KG;10;PCE;https://i.postimg.cc/65CgTcG1/5845.png;2880;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5847;MC CAIN FRITES AU FOUR ALLUMETTE 810G;12;PCE;https://i.postimg.cc/VNkVGcZ3/5847.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5848;MC CAIN FRITES AU FOUR CLASSIQUE 810G;12;PCE;https://i.postimg.cc/LsQ0G0rh/5848.png;1750;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;5849;FRITE KFC 9/9 2.5KG;5;PCE;https://i.postimg.cc/FRfnvV4p/5849.png;4125;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;6015;ATTIEKE PETITE BOULE;0,4;KG;https://i.postimg.cc/mZH66jV2/6015.png;;COTE D'IVOIRE
FRUITS & LEGUMES;PDT & Autres Féculents;6016;ATTIEKE AGBODJAMA PETITE BOULE;0,4;KG;https://i.postimg.cc/jdYkVfk6/6016.png;740;COTE D'IVOIRE
FRUITS & LEGUMES;PDT & Autres Féculents;6018;ATTIEKE GRANDE BOULE;0,7;KG;https://i.postimg.cc/zGJtvrNV/6018.png;;COTE D'IVOIRE
FRUITS & LEGUMES;PDT & Autres Féculents;6106;COUNTRY POTATOES 780G SACHET;0;PCE;;1290;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;6107;ORIGINAL POTATOES 780G SACHET;1;PCE;https://i.postimg.cc/NFNghRsw/6107.png;;FRANCE
FRUITS & LEGUMES;PDT & Autres Féculents;6110;ALLOCO;0,8;KG;https://i.postimg.cc/c1T18GQ5/6110.png;1390;COTE D'IVOIRE
