FAMILLE;SOUS-FAMILLE;REFERENCE;DESIGNATION_ARTICLE;CONDITIONNEMENT;UNITE;IMAGE;PRICE;ORIGINE
BOUCHERIE;Boucherie au Carton;4621;GESIERS DE POULET 1KG;10;PCE;https://i.postimg.cc/50gn5QpL/4621.png;3080;BRESIL
BOUCHERIE;Boucherie au Carton;4634;FILET DE POULET IMPORT;15;KG;https://i.postimg.cc/XY5LHzQV/4634.png;4000;BRESIL
BOUCHERIE;Boucherie au Carton;4645;CUISSES DE POULET FUMEES VRAC;10;KG;https://i.postimg.cc/J4fckQmS/4645.png;4880;FRANCE
BOUCHERIE;Boucherie au Carton;4648;AILES POULET FUMEES VRAC;10;KG;;4550;FRANCE
BOUCHERIE;Boucherie au Carton;4657;PONDEUSE;10;KG;;2950;0
BOUCHERIE;Boucherie au Carton;4658;POULE ENTIERE FUMEE;10;KG;;;0
BOUCHERIE;Boucherie au Carton;4680;PILON DE POULET;10;KG;;2800;BRESIL
BOUCHERIE;Boucherie au Carton;4724;CROUPION DE DINDE;10;KG;;3700;0
BOUCHERIE;Boucherie au Carton;4725;AILE DE DINDE;10;KG;;3750;0
BOUCHERIE;Boucherie au Carton;4726;COU DE DINDE;10;KG;;;0
BOUCHERIE;Porc;2200;PIED DE PORC SACHET;1;KG;https://i.postimg.cc/MZtk6v7C/2200.png;980;SERBIE
BOUCHERIE;Porc;2202;HACHE DE PORC SACHET                    ;0,5;KG;https://i.postimg.cc/X7vRp4xp/2202.png;3820;BRESIL
BOUCHERIE;Porc;2203;VIANDE PORC A BROCHETTE;0,8;KG;https://i.postimg.cc/gkBfhQB4/2203.png;4650;BRESIL
BOUCHERIE;Porc;2204;POITRINE DE PORC S/OS S/V X 3;0,4;KG;https://i.postimg.cc/7ZGjn9F4/2204.png;7290;BELGIQUE
BOUCHERIE;Porc;2209;COTE DE PORC LONGE S/OS S/V;0,43;KG;https://i.postimg.cc/t4KwSPbx/2209.png;4800;BRESIL
BOUCHERIE;Porc;2210;COTE PORC LONGE A/OS SACHET           ;0,35;KG;https://i.postimg.cc/nLq56zVw/2210.png;4150;BRESIL
BOUCHERIE;Porc;2211;COTE DE PORC ECHINE A/OS SACHET;0,5;KG;https://i.postimg.cc/vBzKZNVr/2211.png;3940;BRESIL
BOUCHERIE;Porc;2222;SAUTE DE PORC S/OS SACHET;0,8;KG;https://i.postimg.cc/Ssq5qhJQ/2222.jpg;4380;BRESIL
BOUCHERIE;Porc;2224;RAGOUT DE PORC A/OS SACHET;0,8;KG;https://i.postimg.cc/VvkVrWq3/2224.png;4100;BRESIL
BOUCHERIE;Porc;2233;COTE DE PORC ECHINE S/OS SACHET ;0,5;KG;https://i.postimg.cc/NFCP12bL/2233.png;5250;BRESIL
BOUCHERIE;Porc;2234;ROTI DE PORC ECHINE S/OS;0,5;KG;https://i.postimg.cc/fW8F41ZZ/2234.png;4900;BRESIL
BOUCHERIE;Porc;2235;ROTI DE PORC LONGE S/OS;0,7;KG;https://i.postimg.cc/zX3QqpXh/2235.png;5000;BRESIL
BOUCHERIE;Porc;2236;COTELETTE DE PORC SACHET;1;KG;https://i.postimg.cc/W4mW5HSB/2236.png;950;BRESIL
BOUCHERIE;Porc;2307;JARRET DE PORC SACHET;1;KG;https://i.postimg.cc/9Q7N7M9F/2307.png;2860;BRESIL
BOUCHERIE;Porc;2308;COTIS DE PORC  SACHET;1;KG;https://i.postimg.cc/8P30cWj0/2308.png;;ALLEMAGNE
BOUCHERIE;Porc;2309;JARRET DE PORC TRANCHE SACHET;0,94;KG;https://i.postimg.cc/sXVnq4Nv/2309.png;;0
BOUCHERIE;Porc;2310;COTIS DE PORC VIANDE SACHET;0,92;KG;https://i.postimg.cc/bJ36hS7L/2310.png;2380;FRANCE
BOUCHERIE;Porc;2314;QUEUE DE PORC CHARNUE SACHET;0,8;KG;https://i.postimg.cc/PJJSrrhH/2314.png;1740;FRANCE
BOUCHERIE;Porc;2316;FILET MIGNON DE PORC SACHET;0,6;KG;https://i.postimg.cc/7hRmC8Y2/2316.png;;BRESIL
BOUCHERIE;Porc;2317;STERNUM DE PORC SACHET;1;KG;https://i.postimg.cc/DyWx9ZBd/2317.png;;ESPAGNE
BOUCHERIE;Porc;2318;TRAVERS DE PORC SACHET;1;KG;https://i.postimg.cc/rFvfMkH6/2318.png;;BRESIL
BOUCHERIE;Porc;2319;OSSO BUCCO PORC SACHET;1;KG;https://i.postimg.cc/BnHMvzWj/2319.png;3050;BRESIL
BOUCHERIE;Porc;2321;RAGOUT DE CUISSE DE PORC A/OS SACHET;1;KG;;;BRESIL
BOUCHERIE;Porc;2324;COTE DE PORC IBERIQUE S/VX2;0;KG;https://i.postimg.cc/gJSK5FhT/2324.png;24380;ESPAGNE
BOUCHERIE;Porc;2325;QUEUE DE PORC FUME SACHET;1;KG;https://i.postimg.cc/d3h9cHmt/2325.png;;FRANCE
BOUCHERIE;Porc;2326;1/2 TETE DE PORC MORCEAUX SACHET;2,2;KG;https://i.postimg.cc/PJ0QXW2b/2326.png;1250;CANADA
BOUCHERIE;Porc;2327;TRAVERS DE PORC S/F;1,56;KG;;4250;FRANCE
BOUCHERIE;Porc;2334;TRAVERS DE COTE DE PORC SACHET;0,75;KG;https://i.postimg.cc/CM2Ns0SZ/2334.png;;FRANCE
BOUCHERIE;Porc;2998;CHUTES DE COTES DE PORC;1;KG;https://i.postimg.cc/6qSxBmkH/2998.jpg;110;COTE D'IVOIRE
BOUCHERIE;Porc;4203;LONGE DE PORC S/OS;20;KG;https://i.postimg.cc/cH3drZcp/4203.png;3990;BRESIL
BOUCHERIE;Porc;4209;CUISSOT DE PORC S/OS   ;20;KG;https://i.postimg.cc/d3KwCXHL/4209.png;3500;BRESIL
BOUCHERIE;Porc;4210;LONGE DE PORC AVEC OS;20;KG;https://i.postimg.cc/3rgKh8Np/4210.png;3430;BRESIL
BOUCHERIE;Porc;4211;CUISSOT DE PORC A/OS;10;KG;;3490;BRESIL
BOUCHERIE;Porc;4215;JARRET ARRIERE DE PORC S/OS;20;KG;;3210;BRESIL
BOUCHERIE;Porc;4223;POITRINE DE PORC SANS OS;20;KG;https://i.postimg.cc/3NC7FBV9/4223.png;5990;BELGIQUE
BOUCHERIE;Porc;4227;TRAVERS DE PORC;20;KG;https://i.postimg.cc/ZK4JKGvQ/4227.png;3990;BRESIL
BOUCHERIE;Porc;4231;ECHINE DE PORC A/OS;18;KG;https://i.postimg.cc/15Bsgvp3/4231.png;3300;BRESIL
BOUCHERIE;Porc;4233;ECHINE DE PORC S/OS;20;KG;https://i.postimg.cc/6pQwCC0L/4233.png;4000;BRESIL
BOUCHERIE;Porc;4236;EPAULE DE PORC 3D                ;20;KG;;3420;BRESIL
BOUCHERIE;Porc;4238;EPAULE DE PORC AVEC OS ;18;KG;https://i.postimg.cc/YCy7RjDc/4238.png;3660;BRESIL
BOUCHERIE;Porc;4261;CARRE DE PORC IBERIQUE;10;KG;https://i.postimg.cc/xCLS95fY/4261.png;24320;ESPAGNE
BOUCHERIE;Porc;4262;PLUMA DE PORC IBERIQUE;8,5;KG;https://i.postimg.cc/VvRQCN0V/4262.png;;ESPAGNE
BOUCHERIE;Porc;4263;SECRETO DE PORC IBERIQUE;12;KG;https://i.postimg.cc/NFYvFXFX/4263.png;;ESPAGNE
BOUCHERIE;Porc;4264;TRAVERS DE PORC IBERIQUE;13;KG;https://i.postimg.cc/8kBV3ZXm/4264.png;;ESPAGNE
BOUCHERIE;Porc;4450;COCHON DE LAIT;9;KG;;8340;UE
BOUCHERIE;Saucisserie;0224;SAUCISSE DE VOLAILLE FUMEE X3 +/-300G;0,3;KG;https://i.postimg.cc/pX1vPpf0/0224.png;;FRANCE
BOUCHERIE;Saucisserie;0401;CHIPOLATAS DE PORC X6 S/V;0,3;KG;https://i.postimg.cc/sgkRZq07/0401.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0404;SAUCISSE DE TOULOUSE X4;0,4;KG;https://i.postimg.cc/jjyY6cG9/0404.png;3350;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0405;SAUCISSE DE YOP CITY X6 SACHET;0,5;KG;https://i.postimg.cc/G2Q0V23x/0405.png;3150;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0406;SAUCISSE DE BABI X4;0,4;KG;https://i.postimg.cc/8cz8SSjQ/0406.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0407;SAUCISSE TRADITION X4;0,4;KG;https://i.postimg.cc/fy2GWr93/0407.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0410;SAUCISSE DE BOEUF CHORIZO X4;0,4;KG;https://i.postimg.cc/8kZQbj01/0410.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0411;MERGUEZ DE BOEUF X6 S/V;0,5;KG;https://i.postimg.cc/hPhFZckV/0411.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0412;SAUCISSE DE BOEUF OBV X4;0,4;KG;https://i.postimg.cc/sDLktbzq/0412.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0413;SAUCISSE DE BOEUF AKWABA X4;0,4;KG;https://i.postimg.cc/Dwb9F5yZ/0413.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0414;SAUCISSE DE BOEUF IVOIRE X4;0,4;KG;https://i.postimg.cc/TPMZPmpc/0414.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0415;SAUCISSE DE BOEUF BOEREWORS X4 S/V;0,4;KG;https://i.postimg.cc/d02gZ1Cc/0415.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0417;SAUCISSE DE POULET  BABY;0,24;KG;https://i.postimg.cc/9M1S1n1x/0417.png;;COTE D'IVOIRE
BOUCHERIE;Saucisserie;0430;BOUDIN BLANC X6 600G;0,6;PCE;https://i.postimg.cc/cHd2RS7g/0430.png;4390;FRANCE
BOUCHERIE;Saucisserie;0431;SAUCISSE TOULOUSE  VOLAILLE X6 600G;0,6;PCE;https://i.postimg.cc/kG4HHvp7/0431.png;4780;FRANCE
BOUCHERIE;Saucisserie;0432;SAUCISSE DE TOULOUSE X6 600G;0,6;PCE;https://i.postimg.cc/cCbzGtpw/0432.png;4940;FRANCE
BOUCHERIE;Saucisserie;0433;CHIPOLATAS DE PORC X6 480G;0,64;PCE;https://i.postimg.cc/9X8K7sD0/0433.png;3750;FRANCE
BOUCHERIE;Saucisserie;0434;SAUCISSE DE FRANKFORT X6 480G;0,48;PCE;https://i.postimg.cc/KvCW9Lry/0434.png;3720;FRANCE
BOUCHERIE;Saucisserie;0435;SAUCISSE  DE STRASBOURG X 6 480G;0,48;PCE;https://i.postimg.cc/kg8pL4fR/0435.png;3530;FRANCE
BOUCHERIE;Saucisserie;0436;MERGUEZ DE BOEUF X 6 480G;0,48;PCE;https://i.postimg.cc/3Jk6C9GB/0436.png;4300;FRANCE
BOUCHERIE;Saucisserie;0437;CHIPOLATAS HERBES X 6 480G;0,48;PCE;https://i.postimg.cc/25DKYDKc/0437.png;3720;FRANCE
BOUCHERIE;Saucisserie;0440;CHIPOLATAS VOLAILLES HERBES X 6 360G S/V;0,48;PCE;;2950;FRANCE
BOUCHERIE;Saucisserie;0441;BOUDIN NOIR S/V X 2;0;KG;;8150;0
BOUCHERIE;Saucisserie;0442;MERGUEZ DE VOLAILLE HALAL X 6 360G;0,36;PCE;;2990;FRANCE
BOUCHERIE;Saucisserie;1516;CHORIZO EXTRA 10 TRANCHES;0;KG;;;0
BOUCHERIE;Saucisserie;3220;SAUCISSE DE PORC HERBES PREMIUM 540GX4;12;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3221;SAUCISSE PORC NATURE PREMIUM 1.5KG;1,5;PCE;https://i.postimg.cc/3wbsX6R3/3221.png;12810;FRANCE
BOUCHERIE;Saucisserie;3222;SAUCISSE PORC NATURE PREMIUM 540GX4;12;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3223;MERGUEZ BOEUF/MOUTON PREMIUM 600GX12;12;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3224;SAUCISSES FUMEES VOLAILLE VRAC;15;KG;;;FRANCE
BOUCHERIE;Saucisserie;3227;CHIPOLATAS PORC AUX HERBES 500GX10;20;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3231;CHIPOLATAS PORC NATURE PREMIUM 600GX12 ;12;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3232;CHIPOLATAS PORC NATURE 500G X10;20;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3233;CHIPOLATAS PORC HERBES PREMIUM X12 600G;12;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3235;SAUCISSE DE TOULOUSE DE PORC 500G X5;20;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3238;CHIPOLATAS PORC NATURE 500G X20;20;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3239;CHIPOLATAS PORC AUX HERBES 500G X20;20;PCE;;;FRANCE
BOUCHERIE;Saucisserie;3242;CHIPOLATAS DE VOLAILLE HERBES 600G X12;18;PCE;https://i.postimg.cc/gchChgPP/3242.png;;FRANCE
BOUCHERIE;Saucisserie;3243;CHIPOLATAS VOLAILLE/VEAU CUITES X20 500G;20;PCE;https://i.postimg.cc/bNjK91zS/3243.png;;FRANCE
BOUCHERIE;Saucisserie;3245;MERGUEZ BOEUF/MOUTON 500G X10 ;20;PCE;https://i.postimg.cc/nhFg6Z9H/3245.png;;FRANCE
BOUCHERIE;Saucisserie;3247;MERGUEZ BOEUF/MOUTON CUITE 500G X20;20;PCE;https://i.postimg.cc/8PBxKs5K/3247.png;;FRANCE
BOUCHERIE;Saucisserie;3250;SAUCISSE DE FRANCFORT AU PORC 500G X10;20;PCE;https://i.postimg.cc/rwf3Tb55/3250.png;;FRANCE
BOUCHERIE;Saucisserie;3253;SAUCISSE POULET 10X34G PACK 340G;24;PCE;https://i.postimg.cc/R08Y6HsF/3253.png;900;BRESIL
BOUCHERIE;Saucisserie;3254;SAUCISSES DE PORC A GRILLER 1KG;10;PCE;https://i.postimg.cc/Hn1P3CC1/3254.png;;BRESIL
BOUCHERIE;Saucisserie;3272;SAUCISSE DE BOEUF PIEMONTAISE;10;KG;;;ITALIE
BOUCHERIE;Saucisserie;4610;DOUX SAUCISSE A L'AIL 340G;24;PCE;;1160;FRANCE
BOUCHERIE;Saucisserie;4617;DOUX SAUCISSE POULET 340G;24;PCE;https://i.postimg.cc/QMp6tyT6/4617.png;940;FRANCE
BOUCHERIE;Saucisserie;4624;DOUX SAUCISSE POULET FROMAGE 340G;24;PCE;https://i.postimg.cc/hvGM243w/4624.png;1220;FRANCE
BOUCHERIE;Saucisserie;4628;DOUX SAUCISSE POULET EPICE 340G;24;PCE;https://i.postimg.cc/MZs9vRn8/4628.png;1220;FRANCE
BOUCHERIE;Veau;1017;CARRE DE VEAU RHF 300-350G;1;KG;https://i.postimg.cc/R0ppHH08/1017.png;;HOLLANDE
BOUCHERIE;Veau;2094;RIS DE VEAU IMPORT;0,29;KG;https://i.postimg.cc/Ss3MCyCk/2094.png;;PAYS-BAS
BOUCHERIE;Veau;2100;BLANQUETTE DE VEAU IMPORT SACHET;0,75;KG;https://i.postimg.cc/CLjqnp1p/2100.png;;HOLLANDE
BOUCHERIE;Veau;2101;FILET DE VEAU LOCAL SACHET;0,725;KG;;;COTE D'IVOIRE
BOUCHERIE;Veau;2102;ESCALOPE DE VEAU LOCAL SACHET;0,5;KG;https://i.postimg.cc/YCMm1DGG/2102.png;4660;COTE D'IVOIRE
BOUCHERIE;Veau;2103;VIANDE DE VEAU A/OS LOCAL SACHET;1;KG;https://i.postimg.cc/QdmKSg16/2103.png;3950;COTE D'IVOIRE
BOUCHERIE;Veau;2104;VIANDE DE VEAU S/OS LOCAL SACHET;1;KG;https://i.postimg.cc/wBByrtk9/2104.png;4400;COTE D'IVOIRE
BOUCHERIE;Veau;2105;HACHE DE VEAU LOCAL SACHET;0,5;KG;https://i.postimg.cc/g0BXbYM8/2105.png;;COTE D'IVOIRE
BOUCHERIE;Veau;2106;FOIE DE VEAU IMPORT SV;0,36;KG;https://i.postimg.cc/rm0d8vbb/2106.png;10570;HOLLANDE
BOUCHERIE;Veau;2107;COTE DE VEAU LOCAL SV X 2;0,45;KG;https://i.postimg.cc/prKpjKPJ/2107.png;5560;COTE D'IVOIRE
BOUCHERIE;Veau;2108;BLANQUETTE DE VEAU IMPORT SV;0,74;KG;https://i.postimg.cc/VstS2PX0/2108.png;13670;HOLLANDE
BOUCHERIE;Veau;2109;OSSO BUCCO DE VEAU LOCAL SACHET;0,84;KG;https://i.postimg.cc/tCH1jvzS/2109.png;;COTE D'IVOIRE
BOUCHERIE;Veau;2112;ROTI NOIX DE VEAU  LOCAL SACHET;1;KG;https://i.postimg.cc/kXF2XN1n/2112.png;;COTE D'IVOIRE
BOUCHERIE;Veau;2114;ESCALOPE DE VEAU RHF IMPORT;5;KG;;16180;HOLLANDE
BOUCHERIE;Veau;2125;JARRET DE VEAU A/OS SACHET IMPORT;1;KG;;;HOLLANDE
BOUCHERIE;Veau;2131;OSSO BUCCO DE VEAU IMPORT;1;KG;https://i.postimg.cc/qML7dJqq/2131.jpg;12780;HOLLANDE
BOUCHERIE;Veau;2133;COTE DE VEAU SVX2 180-250G;0,25;KG;https://i.postimg.cc/W1Ybh5MP/2133.png;18900;HOLLANDE
BOUCHERIE;Veau;2134;COTE DE VEAU 1ERE SVX1 400-470G;1,3;KG;https://i.postimg.cc/YSJrxjnn/2134.png;18900;HOLLANDE
BOUCHERIE;Veau;2135;PIED DE VEAU SACHET;0;KG;https://i.postimg.cc/R03CfwRJ/2135.png;1570;ITALIE
BOUCHERIE;Veau;2148;COTE DE VEAU IMPORT;0,333;KG;https://i.postimg.cc/6qKBDgNC/2148.png;;HOLLANDE
BOUCHERIE;Veau;2149;ESCALOPE DE VEAU IMPORT SV ;0,3;KG;https://i.postimg.cc/nVKFvFv2/2149.png;16500;HOLLANDE
BOUCHERIE;Veau;2167;CHOUKOUYA DE VEAU LOCAL SACHET;0,8;KG;https://i.postimg.cc/28cfwV3Q/2167.png;5580;COTE D'IVOIRE
BOUCHERIE;Veau;2189;PAVE DE VEAU S/V;0,35;KG;https://i.postimg.cc/mDNvFr0F/2189.png;15810;0
BOUCHERIE;Veau;4106;1/2 TETE DE VEAU SANS OS AVEC LANGUE;17;KG;https://i.postimg.cc/4xwygJ8w/4106.png;9510;HOLLANDE
BOUCHERIE;Veau;4108;POITRINE DE VEAU IMPORT;18;KG;https://i.postimg.cc/3R0xm23b/4108.png;11810;HOLLANDE
BOUCHERIE;Veau;4110;CARRE DE VEAU IMP;20;KG;https://i.postimg.cc/gj9kDrJc/4110.png;16320;HOLLANDE
BOUCHERIE;Veau;4111;NOIX PATISSIERE DE VEAU;20;KG;;15290;HOLLANDE
BOUCHERIE;Veau;4113;CARCASSE DE VEAU LOCAL;0;KG;;;COTE D'IVOIRE
BOUCHERIE;Veau;4114;ROGNONS DE VEAU BLANC;20;KG;https://i.postimg.cc/mkQZ6RzY/4114.png;7280;HOLLANDE
BOUCHERIE;Veau;4115;JARRET ARRIERE DE VEAU IMPORT;14;KG;https://i.postimg.cc/zDWffwty/4115.png;13050;HOLLANDE
BOUCHERIE;Veau;4116;FOIE DE VEAU BLANC IMPORT;13;KG;https://i.postimg.cc/Qx3dKBw0/4116.png;8770;HOLLANDE
BOUCHERIE;Veau;4117;FILET DE VEAU IMPORT;11;KG;https://i.postimg.cc/pXJXfWtx/4117.png;25520;HOLLANDE
BOUCHERIE;Veau;4118;NOIX DE QUASI DE VEAU IMPORT;20;KG;https://i.postimg.cc/pL0WSsT6/4118.png;;HOLLANDE
BOUCHERIE;Veau;4119;ROND DE GITE DE VEAU;18;KG;https://i.postimg.cc/VNdfPX0L/4119.png;17080;PAYS BAS
BOUCHERIE;Veau;4129;RIS DE VEAU GORGE IMPORT;20;KG;https://i.postimg.cc/43qJfnpv/4129.png;30600;0
BOUCHERIE;Viandes Hachées;1260;BURGER BOEUF NATURE EXT. X10 100G SACHET;10;PCE;;;FRANCE
BOUCHERIE;Viandes Hachées;1261;BURGER BOEUF NATURE X10 100GRSACHET;10;PCE;;;FRANCE
BOUCHERIE;Viandes Hachées;1263;STEAK HACHE PUR BOEUF SACHET 1KG;8;PCE;;;FRANCE
BOUCHERIE;Viandes Hachées;1264;BURGER BOEUF OIGNON X10 100G SACHET;10;PCE;https://i.postimg.cc/L64Pr0Dt/1264.png;;FRANCE
BOUCHERIE;Viandes Hachées;1265;BOULETTE BOEUF +/-900G SACHET;0,9;KG;https://i.postimg.cc/T2JmNXV2/1265.png;4500;FRANCE
BOUCHERIE;Viandes Hachées;1268;BURGER BOEUF NATURE X4 100G SACHET;4;PCE;https://i.postimg.cc/VkdCNr35/1268.jpg;;FRANCE
BOUCHERIE;Viandes Hachées;1269;STEAK HACHE PUR BOEUF 4 X 100G SACHET;0,4;KG;https://i.postimg.cc/9f9wd3Xh/1269.png;4300;FRANCE
BOUCHERIE;Viandes Hachées;1271;BOULETTE BOEUF +/-450G;0,45;KG;https://i.postimg.cc/mDNcnQFp/1271.png;4600;FRANCE
BOUCHERIE;Viandes Hachées;1272;BURGER BOEUF NATURE EXTRA X4 100G SACHET;4;PCE;https://i.postimg.cc/VvKJfmgj/1272.png;;FRANCE
BOUCHERIE;Viandes Hachées;1273;BURGER BOEUF EXTRA TENDRE 2X100G SACHET;2;PCE;https://i.postimg.cc/FzrfX7yr/1273.png;;FRANCE
BOUCHERIE;Viandes Hachées;1274;BURGER BOEUF NATURE 2X100G SACHET;2;PCE;https://i.postimg.cc/CM7BHs0z/1274.png;;FRANCE
BOUCHERIE;Viandes Hachées;1275;STEAK HACHE PUR BOEUF X2 125G SACHET;2;KG;https://i.postimg.cc/xTdksNjg/1275.png;4860;FRANCE
BOUCHERIE;Viandes Hachées;1276;BURGER BOEUF OIGNON 2X100G SACHET;2;PCE;https://i.postimg.cc/P5pCHGww/1276.png;;FRANCE
BOUCHERIE;Viandes Hachées;1281;BOULETTE BOEUF OIGNON +/- 450G SACHET;0;KG;;;COTE D'IVOIRE
BOUCHERIE;Viandes Hachées;1284;HAMBURGER BOEUF X 2 S/V;0;KG;;12500;ITALIE
BOUCHERIE;Viandes Hachées;2115;VIANDE HACHEE 15%MG;0,6;KG;https://i.postimg.cc/L89nqqwj/2115.png;3900;COTE D'IVOIRE
BOUCHERIE;Viandes Hachées;2116;HACHE PUR BOEUF 5% ;0,56;KG;https://i.postimg.cc/JzptjrCv/2116.png;4750;COTE D'IVOIRE
BOUCHERIE;Viandes Hachées;2132;HACHE BOEUF 15% BLOC LOCAL SACHET;0,7;KG;https://i.postimg.cc/cLLLxptm/2132.png;3700;COTE D'VOIRE
BOUCHERIE;Viandes Hachées;3203;STEAK HACHE PUR BOEUF PREMIUM X8 1KG;8;PCE;https://i.postimg.cc/Vk4Q65Pr/3203.png;10700;FRANCE
BOUCHERIE;Viandes Hachées;4055;HAMBURGER BOEUF FASSONE 180G;10,19;KG;;12440;ITALIE
BOUCHERIE;Viandes Hachées;4999;HACHE PUR BOEUF 5%MG BLOC (SACHET20X26);0,5;KG;;;INDE
BOUCHERIE;Volaille;2503;GESIER DE POULET LOCAL;0,5;KG;https://i.postimg.cc/hj62vRG7/2503.png;;COTE D'IVOIRE
BOUCHERIE;Volaille;2506;AILE DE POULET FUME SACHET;0,9;KG;https://i.postimg.cc/909Jqg4g/2506.png;5240;FRANCE
BOUCHERIE;Volaille;2507;CUISSES POULET FUMEES SACHET;0,75;KG;https://i.postimg.cc/kMRjZGjN/2507.png;5620;COTE D'IVOIRE
BOUCHERIE;Volaille;2510;PONDEUSE ENTIERE FUMEE SACHET;1;PCE;https://i.postimg.cc/tC0rHbfK/2510.png;;COTE D'IVOIRE
BOUCHERIE;Volaille;2561;CAILLE LOCAL SACHET X6;6;PCE;https://i.postimg.cc/sDpTj8Cv/2561.png;6400;COTE D'IVOIRE
BOUCHERIE;Volaille;2596;CUISSES DE POULET SACHET;1;KG;https://i.postimg.cc/zG80Vjqp/2596.png;2990;BRESIL
BOUCHERIE;Volaille;2621;PATTES DE POULET LOCAL SACHET;1;KG;https://i.postimg.cc/cLhTYnHW/2621.png;2400;COTE D'VOIRE
BOUCHERIE;Volaille;2628;AILES DE POULET LOCAL SACHET;1;KG;https://i.postimg.cc/8CC4bzJ6/2628.png;3490;COTE D'IVOIRE
BOUCHERIE;Volaille;2629;1/4 AVANT DE POULET LOCAL SACHET;1;KG;https://i.postimg.cc/g0BDtb8B/2629.png;;C�TE D'IVOIRE
BOUCHERIE;Volaille;2630;CARCASSE POULET LOCALE SACHET;3;KG;;;COTE D'IVOIRE
BOUCHERIE;Volaille;2634;FILETS DE POULET LOCAL SACHET;1;KG;https://i.postimg.cc/HxctfvtW/2634.png;4200;COTE D'IVOIRE
BOUCHERIE;Volaille;2655;PILON DE POULET LOCAL SACHET;0,75;KG;https://i.postimg.cc/RFkT91P7/2655.png;;COTE D'IVOIRE
BOUCHERIE;Volaille;2656;PILON DE POULET IMPORT SACHET;0,75;KG;https://i.postimg.cc/Kvy5HN3F/2656.png;2990;BRESIL
BOUCHERIE;Volaille;2660;HAUT DE CUISSE DE POULET LOCAL SACHET;0,75;KG;https://i.postimg.cc/RCtRd8FX/2660.png;;COTE D'IVOIRE
BOUCHERIE;Volaille;2662;POULET PAC ENTIER LOCAL SACHET;1,2;KG;https://i.postimg.cc/bNHRct1n/2662.png;2730;COTE D'IVOIRE
BOUCHERIE;Volaille;2663;POULET PAC DECOUPE LOCAL SACHET;1;KG;https://i.postimg.cc/VkfWYkFV/2663.png;2830;COTE D'IVOIRE
BOUCHERIE;Volaille;2664;POULET AFRICAIN LOCAL SACHET;0,8;KG;https://i.postimg.cc/wjwc3YfT/2664.png;5090;COTE D'IVOIRE
BOUCHERIE;Volaille;2666;PINTADE EFFILEE LOCALE SACHET;1;KG;https://i.postimg.cc/jjC673m6/2666.png;6400;COTE D'IVOIRE
BOUCHERIE;Volaille;2668;DINDE ENTIERE LOCALE SACHET;2,5;KG;https://i.postimg.cc/Hn1bFYx3/2668.png;4990;COTE D'IVOIRE
BOUCHERIE;Volaille;2669;POULET EFFILE LOCAL SACHET;0,8;KG;https://i.postimg.cc/LX1zyYHn/2669.png;2450;COTE D'IVOIRE
BOUCHERIE;Volaille;2671;POULET EFFILE JUNIOR SACHET;0,99;KG;https://i.postimg.cc/Kj7t263b/2671.png;2790;COTE D'IVOIRE
BOUCHERIE;Volaille;2672;GROS POULET EFFILE LOCAL SACHET;2,5;KG;https://i.postimg.cc/tRF3WxSc/2672.png;2790;COTE D'IVOIRE
BOUCHERIE;Volaille;2678;1/4 AVANT DE DINDE;0,45;KG;https://i.postimg.cc/x11MwFfr/2678.png;5610;COTE D'IVOIRE
BOUCHERIE;Volaille;2679;1/4 ARRIERE DE DINDE;0,45;KG;https://i.postimg.cc/3xfmYCNk/2679.png;5770;COTE D'IVOIRE
BOUCHERIE;Volaille;2680;PONDEUSE LOCALE SACHET;1;PCE;https://i.postimg.cc/d1ry2bBC/2680.png;;COTE D'IVOIRE
BOUCHERIE;Volaille;2681;PONDEUSE DECOUPEE LOCALE SACHET;1;PCE;https://i.postimg.cc/vm19Bgx3/2681.png;;COTE D'IVOIRE
BOUCHERIE;Volaille;2682;CUISSE POULE LOCALE SACHET;1;KG;https://i.postimg.cc/J08BPp62/2682.png;;COTE D'IVOIRE
BOUCHERIE;Volaille;2683;1/4 AVANT POULE LOCALE SACHET;0,83;KG;https://i.postimg.cc/Fzxkq0ws/2683.png;;COTE D'IVOIRE
